#Firmware: console20241002 firmware 20241003@978573457 mega100 MINIMAL_PINS 529
PriLevel,SecLevel,Trigger,Sync,Time,ToothTime,coil,inj
Flag,Flag,Flag,Flag,ms,ms,Flag,Flag
0,0,0,1,1.37969234493E8,1.37969234493E8,0,0
1,0,0,1,1.37969234924E8,0.431,0,0
0,0,0,1,1.37969235323E8,0.399,0,0
1,0,0,1,1.37969235753E8,0.43,0,0
0,0,0,1,1.37969236151E8,0.398,0,0
1,0,0,1,1.37969236581E8,0.43,0,0
0,0,0,1,1.37969236979E8,0.398,0,0
1,0,0,1,1.37969237409E8,0.43,0,0
0,0,0,1,1.37969237806E8,0.397,0,0
1,0,0,1,1.37969238236E8,0.43,0,0
0,0,0,1,1.37969238634E8,0.398,0,0
1,0,0,1,1.37969239064E8,0.43,1,0
0,0,0,1,1.37969239463E8,0.399,1,0
1,0,0,1,1.37969239894E8,0.431,1,0
0,0,0,1,1.37969240296E8,0.402,1,0
1,0,0,1,1.37969240726E8,0.43,1,0
0,0,0,1,1.37969241128E8,0.402,1,1
1,0,0,1,1.3796924156E8,0.432,1,1
0,0,0,1,1.37969241962E8,0.402,0,1
1,0,0,1,1.37969242394E8,0.432,0,1
0,0,0,1,1.37969242797E8,0.403,0,1
1,0,0,1,1.37969243233E8,0.436,0,1
0,0,0,1,1.37969243634E8,0.401,0,1
1,0,0,1,1.37969244071E8,0.437,0,0
0,0,0,1,1.37969244474E8,0.403,0,0
1,0,0,1,1.3796924491E8,0.436,0,0
0,0,0,1,1.37969245314E8,0.404,0,0
1,0,0,1,1.37969245746E8,0.432,0,0
0,0,0,1,1.3796924615E8,0.404,0,0
1,0,0,1,1.37969246585E8,0.435,0,0
0,0,0,1,1.37969246987E8,0.402,0,0
1,0,0,1,1.37969247421E8,0.434,0,0
0,0,0,1,1.37969247822E8,0.401,0,0
1,0,0,1,1.37969248254E8,0.432,0,0
0,0,0,1,1.37969248656E8,0.402,0,0
1,0,0,1,1.37969249088E8,0.432,0,0
0,0,0,1,1.37969249489E8,0.401,0,0
1,0,0,1,1.37969249919E8,0.43,0,0
0,0,0,1,1.37969250317E8,0.398,0,0
1,0,0,1,1.37969250748E8,0.431,0,0
0,0,0,1,1.37969251147E8,0.399,0,0
1,0,0,1,1.37969251575E8,0.428,0,0
0,0,0,1,1.37969251974E8,0.399,0,0
1,0,0,1,1.37969252401E8,0.427,0,0
0,0,0,1,1.37969252798E8,0.397,0,0
1,0,0,1,1.37969253226E8,0.428,0,0
0,0,0,1,1.37969253623E8,0.397,0,0
1,0,0,1,1.37969254049E8,0.426,0,0
