#Firmware: console20241002 firmware N/A
PriLevel,SecLevel,Trigger,Sync,Time,ToothTime,coil,inj
Flag,Flag,Flag,Flag,ms,ms,Flag,Flag
0,0,0,1,246384.607,246384.607,0,0
1,0,0,1,246385.536,0.929,0,0
0,0,0,1,246386.063,0.527,0,0
1,0,0,1,246386.639,0.576,0,0
0,0,0,1,246387.164,0.525,0,0
1,0,0,1,246387.735,0.571,0,0
0,0,0,1,246388.262,0.527,0,0
1,0,0,1,246388.831,0.569,0,0
0,0,0,1,246389.357,0.526,0,0
1,0,0,1,246389.928,0.571,0,0
0,0,0,1,246390.451,0.523,0,0
1,0,0,1,246391.018,0.567,0,0
0,0,0,1,246391.544,0.526,0,0
1,0,0,1,246392.113,0.569,0,0
0,0,0,1,246392.638,0.525,0,0
1,0,0,1,246393.206,0.568,0,0
0,0,0,1,246393.731,0.525,0,0
1,0,0,1,246394.301,0.57,0,0
0,0,0,1,246394.825,0.524,0,0
1,0,0,1,246395.394,0.569,0,0
0,0,0,1,246395.924,0.53,0,0
1,0,0,1,246396.493,0.569,0,0
0,0,0,1,246397.023,0.53,1,0
1,0,0,1,246397.594,0.571,1,0
0,0,0,1,246398.123,0.529,1,0
1,0,0,1,246398.692,0.569,1,0
0,0,0,1,246399.224,0.532,1,1
1,0,0,1,246399.796,0.572,0,1
0,0,0,1,246400.33,0.534,0,1
1,0,0,1,246400.901,0.571,0,1
0,0,0,1,246401.433,0.532,0,0
1,0,0,1,246402.007,0.574,0,0
0,0,0,1,246402.541,0.534,0,0
1,0,0,1,246403.112,0.571,0,0
0,0,0,1,246403.643,0.531,0,0
1,0,0,1,246404.213,0.57,0,0
0,0,0,1,246404.747,0.534,0,0
1,0,0,1,246405.32,0.573,0,0
0,0,0,1,246405.85,0.53,0,0
1,0,0,1,246406.423,0.573,0,0
0,0,0,1,246406.954,0.531,0,0
1,0,0,1,246407.526,0.572,0,0
0,0,0,1,246408.055,0.529,0,0
1,0,0,1,246408.623,0.568,0,0
0,0,0,1,246409.153,0.53,0,0
1,0,0,1,246409.72,0.567,0,0
0,0,0,1,246410.249,0.529,0,0
1,0,0,1,246410.815,0.566,0,0
0,0,0,1,246411.343,0.528,0,0
1,0,0,1,246411.908,0.565,0,0
0,0,0,1,246412.436,0.528,0,0
1,0,0,1,246412.998,0.562,0,0
0,0,0,1,246413.527,0.529,0,0
1,0,0,1,246414.089,0.562,0,0
0,0,0,1,246414.617,0.528,0,0
