#Firmware: console20241002 firmware 20241003@978573457 mega100 MINIMAL_PINS 146
PriLevel,SecLevel,Trigger,Sync,Time,ToothTime,coil,inj
Flag,Flag,Flag,Flag,ms,ms,Flag,Flag
1,0,0,1,140249.946,140249.946,0,0
0,0,0,1,140250.567,0.621,0,0
1,0,0,1,140251.237,0.67,0,0
0,0,0,1,140251.856,0.619,0,0
1,0,0,1,140252.528,0.672,0,0
0,0,0,1,140255.303,2.775,0,0
1,0,0,1,140256.367,1.064,0,0
0,0,0,1,140256.979,0.612,0,0
1,0,0,1,140257.638,0.659,0,0
0,0,0,1,140258.243,0.605,0,0
1,0,0,1,140258.896,0.653,0,0
0,0,0,1,140259.506,0.61,0,0
1,0,0,1,140260.157,0.651,0,0
0,0,0,1,140260.768,0.611,0,0
1,0,0,1,140261.421,0.653,0,0
0,0,0,1,140262.031,0.61,0,0
1,0,0,1,140262.687,0.656,0,0
0,0,0,1,140263.298,0.611,0,0
1,0,0,1,140263.954,0.656,0,0
0,0,0,1,140264.567,0.613,0,0
1,0,0,1,140265.224,0.657,0,0
0,0,0,1,140265.837,0.613,0,0
1,0,0,1,140266.502,0.665,0,0
0,0,0,1,140267.114,0.612,0,0
1,0,0,1,140267.778,0.664,0,0
0,0,0,1,140268.394,0.616,1,0
1,0,0,1,140269.059,0.665,1,0
0,0,0,1,140269.679,0.62,1,0
1,0,0,1,140270.348,0.669,1,0
0,0,0,1,140270.969,0.621,1,0
1,0,0,1,140271.636,0.667,0,0
0,0,0,1,140272.259,0.623,0,1
1,0,0,1,140272.93,0.671,0,1
0,0,0,1,140273.554,0.624,0,1
1,0,0,1,140274.225,0.671,0,0
0,0,0,1,140274.85,0.625,0,0
1,0,0,1,140275.522,0.672,0,0
0,0,0,1,140276.147,0.625,0,0
1,0,0,1,140276.816,0.669,0,0
0,0,0,1,140277.44,0.624,0,0
1,0,0,1,140278.11,0.67,0,0
0,0,0,1,140278.73,0.62,0,0
1,0,0,1,140279.399,0.669,0,0
0,0,0,1,140280.018,0.619,0,0
1,0,0,1,140280.685,0.667,0,0
0,0,0,1,140281.302,0.617,0,0
1,0,0,1,140281.967,0.665,0,0
0,0,0,1,140282.583,0.616,0,0
1,0,0,1,140283.246,0.663,0,0
0,0,0,1,140283.859,0.613,0,0
1,0,0,1,140284.519,0.66,0,0
0,0,0,1,140285.131,0.612,0,0
1,0,0,1,140285.789,0.658,0,0
0,0,0,1,140286.402,0.613,0,0
1,0,0,1,140287.06,0.658,0,0
0,0,0,1,140287.673,0.613,0,0
1,0,0,1,140288.33,0.657,0,0
0,0,0,1,140288.942,0.612,0,0
1,0,0,1,140289.602,0.66,0,0
0,0,0,1,140290.216,0.614,0,0
1,0,0,1,140290.876,0.66,0,0
0,0,0,1,140291.493,0.617,0,0
1,0,0,1,140292.155,0.662,0,0
0,0,0,1,140292.771,0.616,0,0
1,0,0,1,140293.431,0.66,0,0
0,0,0,1,140294.052,0.621,1,0
1,0,0,1,140294.718,0.666,1,0
0,0,0,1,140295.336,0.618,1,0
1,0,0,1,140296.002,0.666,1,0
0,0,0,1,140296.626,0.624,1,0
1,0,0,1,140297.296,0.67,0,0
0,0,0,1,140297.918,0.622,0,1
1,0,0,1,140298.585,0.667,0,1
0,0,0,1,140299.212,0.627,0,1
1,0,0,1,140299.882,0.67,0,0
0,0,0,1,140300.508,0.626,0,0
1,0,0,1,140301.177,0.669,0,0
0,0,0,1,140301.805,0.628,0,0
1,0,0,1,140302.471,0.666,0,0
0,0,0,1,140303.098,0.627,0,0
