#Firmware: console20241002 firmware 20241003@978573457 mega100 MINIMAL_PINS 230
PriLevel,SecLevel,Trigger,Sync,Time,ToothTime,coil,inj
Flag,Flag,Flag,Flag,ms,ms,Flag,Flag
1,0,0,0,221435.593,221435.593,0,0
1,1,0,0,221435.753,0.16,0,0
1,0,0,0,221435.753,0.0,0,0
1,1,0,0,221436.255,0.502,0,0
1,0,0,0,221436.255,0.0,0,0
0,0,0,0,230685.256,9249.001,0,0
1,0,0,0,230693.305,8.049,0,0
0,0,0,0,230700.204,6.899,0,0
1,0,0,0,230706.651,6.447,0,0
0,0,0,0,230712.836,6.185,0,0
1,0,0,0,230718.566,5.73,0,0
0,0,0,0,230724.151,5.585,0,0
1,0,0,0,230729.451,5.3,0,0
0,0,0,0,230734.613,5.162,0,0
1,0,0,0,230739.712,5.099,0,0
0,0,0,0,230744.585,4.873,0,0
1,0,0,0,230749.444,4.859,0,0
0,0,0,0,230754.117,4.673,0,0
1,0,0,0,230758.856,4.739,0,0
0,0,0,0,230763.366,4.51,0,0
1,0,0,0,230767.926,4.56,0,0
0,0,0,0,230772.261,4.335,0,0
1,0,0,0,230776.667,4.406,0,0
0,0,0,0,230780.855,4.188,0,0
1,0,0,0,230785.121,4.266,0,0
0,0,0,0,230789.174,4.053,0,0
1,0,0,0,230793.291,4.117,0,0
0,0,0,0,230797.215,3.924,0,0
1,0,0,0,230801.253,4.038,0,0
0,0,0,0,230805.055,3.802,0,0
1,0,0,0,230808.95,3.895,0,0
0,0,0,0,230812.661,3.711,0,0
1,0,0,0,230816.521,3.86,0,0
0,0,0,0,230820.164,3.643,0,0
1,0,0,0,230823.947,3.783,0,0
0,0,0,0,230827.528,3.581,0,0
1,0,0,0,230831.264,3.736,0,0
0,0,0,0,230834.837,3.573,0,0
1,0,0,0,230838.577,3.74,0,0
0,0,0,0,230842.155,3.578,0,0
1,0,0,0,230845.877,3.722,0,0
0,0,0,0,230849.438,3.561,0,0
1,0,0,0,230853.215,3.777,0,0
0,0,0,0,230856.79,3.575,0,0
1,0,0,0,230860.582,3.792,0,0
0,0,0,0,230864.235,3.653,0,0
1,0,0,0,230868.102,3.867,0,0
0,0,0,0,230871.83,3.728,0,0
1,0,0,0,230875.805,3.975,0,0
0,0,0,0,230879.623,3.818,0,0
1,0,0,0,230883.694,4.071,0,0
0,0,0,0,230887.616,3.922,0,0
1,0,0,0,230891.86,4.244,0,0
0,0,0,0,230895.927,4.067,0,0
1,0,0,0,230900.303,4.376,0,0
0,0,0,0,230904.577,4.274,0,0
1,0,0,0,230909.149,4.572,0,0
0,0,0,0,230913.543,4.394,0,0
1,0,0,0,230918.227,4.684,0,0
0,0,0,0,230922.701,4.474,0,0
1,0,0,0,230927.403,4.702,0,0
0,0,0,0,230931.82,4.417,0,0
1,0,0,0,230936.433,4.613,0,0
0,0,0,0,230940.714,4.281,0,0
1,0,0,0,230945.048,4.334,0,0
0,0,0,0,230949.093,4.045,0,0
1,0,0,0,230953.194,4.101,0,0
0,0,0,0,230956.891,3.697,0,0
1,0,0,0,230960.63,3.739,0,0
0,0,0,0,230966.055,5.425,0,0
1,0,0,0,230979.803,13.748,0,0
0,0,0,1,230982.762,2.959,0,0
1,0,0,1,230985.702,2.94,0,0
0,0,0,1,230988.596,2.894,0,0
1,0,0,1,230991.556,2.96,0,0
0,0,0,1,230994.457,2.901,0,0
1,0,0,1,230997.495,3.038,0,0
0,0,0,1,231000.479,2.984,0,0
1,0,0,1,231003.662,3.183,0,0
0,0,0,1,231006.822,3.16,0,0
1,0,0,1,231010.272,3.45,0,0
0,0,0,1,231013.756,3.484,0,0
1,0,0,1,231017.499,3.743,0,0
0,0,0,1,231020.841,3.342,0,0
1,0,0,1,231023.933,3.092,0,0
0,0,0,1,231026.911,2.978,0,0
1,0,0,1,231030.354,3.443,0,0
0,0,0,1,231033.566,3.212,0,0
1,0,0,1,231036.951,3.385,0,0
0,0,0,1,231040.179,3.228,0,1
1,0,0,1,231043.692,3.513,0,1
0,0,0,1,231047.08,3.388,0,1
1,0,0,1,231050.665,3.585,1,1
0,0,0,1,231054.061,3.396,0,1
1,0,0,1,231057.704,3.643,0,1
0,0,0,1,231061.195,3.491,0,1
1,0,0,1,231064.977,3.782,0,1
0,0,0,1,231068.599,3.622,0,1
1,0,0,1,231072.239,3.64,0,1
0,0,0,1,231075.513,3.274,0,1
1,0,0,1,231078.771,3.258,0,0
0,0,0,1,231081.543,2.772,0,0
1,0,0,1,231084.147,2.604,0,0
0,0,0,1,231086.356,2.209,0,0
1,0,0,1,231088.476,2.12,0,0
0,0,0,1,231090.329,1.853,0,0
1,0,0,1,231092.15,1.821,0,0
0,0,0,1,231093.765,1.615,0,0
1,0,0,1,231095.396,1.631,0,0
0,0,0,1,231096.883,1.487,0,0
1,0,0,1,231098.402,1.519,0,0
0,0,0,1,231099.819,1.417,0,0
1,0,0,1,231101.28,1.461,0,0
0,0,0,1,231102.645,1.365,0,0
1,0,0,1,231104.074,1.429,0,0
0,0,0,1,231105.413,1.339,0,0
1,0,0,1,231106.82,1.407,0,0
0,0,0,1,231108.133,1.313,0,0
1,0,0,1,231109.518,1.385,0,0
0,0,0,1,231110.817,1.299,0,0
1,0,0,1,231112.186,1.369,0,0
0,0,0,1,231113.476,1.29,0,0
1,0,0,1,231114.842,1.366,0,0
0,0,0,1,231116.133,1.291,0,0
1,0,0,1,231117.507,1.374,0,0
0,0,0,1,231118.807,1.3,0,0
1,0,0,1,231120.196,1.389,0,0
0,0,0,1,231121.515,1.319,0,0
1,0,0,1,231122.927,1.412,0,0
0,0,0,1,231124.279,1.352,0,1
1,0,0,1,231125.722,1.443,0,1
0,0,0,1,231127.109,1.387,0,1
1,0,0,1,231128.602,1.493,1,1
0,0,0,1,231130.023,1.421,0,1
1,0,0,1,231131.555,1.532,0,1
0,0,0,1,231133.013,1.458,0,1
1,0,0,1,231134.575,1.562,0,1
0,0,0,1,231136.047,1.472,0,1
1,0,0,1,231137.602,1.555,0,1
0,0,0,1,231139.049,1.447,0,1
1,0,0,1,231140.557,1.508,0,1
0,0,0,1,231141.962,1.405,0,1
1,0,0,1,231143.405,1.443,0,1
0,0,0,1,231144.73,1.325,0,1
1,0,0,1,231146.104,1.374,0,1
0,0,0,1,231147.351,1.247,0,1
1,0,0,1,231148.641,1.29,0,1
0,0,0,1,231149.82,1.179,0,1
1,0,0,1,231151.033,1.213,0,1
0,0,0,1,231152.138,1.105,0,1
1,0,0,1,231153.278,1.14,0,1
1,1,0,1,231153.537,0.259,0,1
1,0,0,1,231153.537,0.0,0,1
0,0,0,1,231154.319,0.782,0,1
1,0,0,1,231155.392,1.073,0,1
0,0,0,1,231156.388,0.996,0,1
1,0,0,1,231157.429,1.041,0,1
0,0,0,1,231158.41,0.981,0,1
1,0,0,1,231159.44,1.03,0,1
0,0,0,1,231160.408,0.968,0,1
1,0,0,1,231161.439,1.031,0,1
0,0,0,1,231162.405,0.966,0,0
1,0,0,1,231163.438,1.033,0,0
0,0,0,1,231164.417,0.979,0,0
1,0,0,1,231165.464,1.047,0,0
0,0,0,1,231166.452,0.988,0,0
1,0,0,1,231167.512,1.06,0,0
0,0,0,1,231168.512,1.0,0,0
1,0,0,1,231169.587,1.075,0,0
0,0,0,1,231170.594,1.007,0,0
1,0,0,1,231171.688,1.094,0,0
0,0,0,1,231172.699,1.011,0,1
1,0,0,1,231173.806,1.107,0,1
0,0,0,1,231174.841,1.035,0,1
1,0,0,1,231175.957,1.116,1,1
0,0,0,1,231177.004,1.047,0,1
1,0,0,1,231178.129,1.125,0,1
0,0,0,1,231179.184,1.055,0,1
1,0,0,1,231180.313,1.129,0,1
0,0,0,1,231181.362,1.049,0,1
1,0,0,1,231182.484,1.122,0,1
0,0,0,1,231183.516,1.032,0,1
1,0,0,1,231184.613,1.097,0,1
0,0,0,1,231185.618,1.005,0,1
1,0,0,1,231186.681,1.063,0,1
0,0,0,1,231187.649,0.968,0,1
1,0,0,1,231188.67,1.021,0,1
0,0,0,1,231192.727,4.057,0,1
1,0,0,1,231194.192,1.465,0,1
0,0,0,1,231195.019,0.827,0,1
1,0,0,1,231195.895,0.876,0,1
0,0,0,1,231196.702,0.807,0,1
1,0,0,1,231197.556,0.854,0,1
0,0,0,1,231198.349,0.793,0,1
1,0,0,1,231199.193,0.844,0,1
0,0,0,1,231199.977,0.784,0,1
1,0,0,1,231200.811,0.834,0,1
0,0,0,1,231201.592,0.781,0,1
1,0,0,1,231202.426,0.834,0,1
0,0,0,1,231203.21,0.784,0,1
1,0,0,1,231204.048,0.838,0,1
0,0,0,1,231204.835,0.787,0,1
1,0,0,1,231205.684,0.849,0,1
0,0,0,1,231206.475,0.791,0,1
1,0,0,1,231207.335,0.86,0,1
0,0,0,1,231208.126,0.791,0,1
1,0,0,1,231208.989,0.863,0,1
0,0,0,1,231209.799,0.81,0,1
1,0,0,1,231210.672,0.873,0,0
0,0,0,1,231211.486,0.814,0,0
1,0,0,1,231212.366,0.88,1,0
0,0,0,1,231213.191,0.825,0,0
1,0,0,1,231214.076,0.885,0,0
0,0,0,1,231214.906,0.83,0,0
1,0,0,1,231215.797,0.891,0,0
0,0,0,1,231216.63,0.833,0,0
1,0,0,1,231217.518,0.888,0,0
0,0,0,1,231218.345,0.827,0,0
1,0,0,1,231219.226,0.881,0,0
0,0,0,1,231220.036,0.81,0,0
1,0,0,1,231220.884,0.848,0,0
0,0,0,1,231221.654,0.77,0,0
1,0,0,1,231222.447,0.793,0,0
0,0,0,1,231223.168,0.721,0,0
1,0,0,1,231223.911,0.743,0,0
0,0,0,1,231224.588,0.677,0,0
1,0,0,1,231225.291,0.703,0,0
0,0,0,1,231225.941,0.65,0,0
1,0,0,1,231226.616,0.675,0,0
0,0,0,1,231227.247,0.631,0,0
1,0,0,1,231227.907,0.66,0,0
0,0,0,1,231228.523,0.616,0,0
1,0,0,1,231229.175,0.652,0,0
0,0,0,1,231229.785,0.61,0,0
1,0,0,1,231230.436,0.651,0,0
0,0,0,1,231231.044,0.608,0,0
1,0,0,1,231231.693,0.649,0,0
0,0,0,1,231232.3,0.607,0,0
1,0,0,1,231232.952,0.652,0,0
0,0,0,1,231233.568,0.616,0,0
1,0,0,1,231234.224,0.656,0,0
0,0,0,1,231234.844,0.62,0,0
1,0,0,1,231235.509,0.665,0,0
0,0,0,1,231236.138,0.629,0,0
1,0,0,1,231236.812,0.674,0,0
0,0,0,1,231237.449,0.637,0,0
1,0,0,1,231238.13,0.681,0,0
0,0,0,1,231238.774,0.644,0,1
1,0,0,1,231239.465,0.691,0,1
0,0,0,1,231240.115,0.65,0,1
1,0,0,1,231240.813,0.698,1,1
0,0,0,1,231241.472,0.659,0,1
1,0,0,1,231242.176,0.704,0,1
0,0,0,1,231242.837,0.661,0,1
1,0,0,1,231243.546,0.709,0,1
0,0,0,1,231244.214,0.668,0,1
1,0,0,1,231244.922,0.708,0,1
0,0,0,1,231245.587,0.665,0,1
1,0,0,1,231246.29,0.703,0,1
0,0,0,1,231246.951,0.661,0,1
1,0,0,1,231247.642,0.691,0,1
0,0,0,1,231248.286,0.644,0,1
1,0,0,1,231248.956,0.67,0,1
0,0,0,1,231249.572,0.616,0,1
1,0,0,1,231250.209,0.637,0,1
0,0,0,1,231250.797,0.588,0,1
1,0,0,1,231251.41,0.613,0,1
0,0,0,1,231251.976,0.566,0,1
1,0,0,1,231252.564,0.588,0,1
0,0,0,1,231253.108,0.544,0,1
1,0,0,1,231253.678,0.57,0,1
0,0,0,1,231254.211,0.533,0,1
1,0,0,1,231254.772,0.561,0,1
0,0,0,1,231255.299,0.527,0,1
1,0,0,1,231255.858,0.559,0,1
0,0,0,1,231256.38,0.522,0,1
1,0,0,1,231256.938,0.558,0,0
0,0,0,1,231257.455,0.517,0,0
1,0,0,1,231258.013,0.558,0,0
0,0,0,1,231258.532,0.519,0,0
1,0,0,1,231259.091,0.559,0,0
0,0,0,1,231259.615,0.524,0,0
1,0,0,1,231260.178,0.563,0,0
0,0,0,1,231260.705,0.527,0,0
1,0,0,1,231261.273,0.568,0,0
0,0,0,1,231261.808,0.535,0,0
1,0,0,1,231262.384,0.576,0,0
0,0,0,1,231262.92,0.536,0,1
1,0,0,1,231263.504,0.584,0,1
0,0,0,1,231264.049,0.545,0,1
1,0,0,1,231264.638,0.589,1,1
0,0,0,1,231265.189,0.551,0,1
1,0,0,1,231265.779,0.59,0,1
0,0,0,1,231266.337,0.558,0,1
1,0,0,1,231266.936,0.599,0,1
0,0,0,1,231267.492,0.556,0,1
1,0,0,1,231268.092,0.6,0,1
0,0,0,1,231268.652,0.56,0,1
1,0,0,1,231269.251,0.599,0,1
0,0,0,1,231269.806,0.555,0,1
1,0,0,1,231270.402,0.596,0,1
0,0,0,1,231270.951,0.549,0,1
1,0,0,1,231271.542,0.591,0,1
0,0,0,1,231273.908,2.366,0,1
1,0,0,1,231274.757,0.849,0,1
0,0,0,1,231275.246,0.489,0,1
1,0,0,1,231275.77,0.524,0,1
0,0,0,1,231276.247,0.477,0,1
1,0,0,1,231276.757,0.51,0,1
0,0,0,1,231277.232,0.475,0,1
1,0,0,1,231277.738,0.506,0,1
0,0,0,1,231278.21,0.472,0,1
1,0,0,1,231278.715,0.505,0,1
0,0,0,1,231279.185,0.47,0,1
1,0,0,1,231279.691,0.506,0,1
0,0,0,1,231280.162,0.471,0,0
1,0,0,1,231280.666,0.504,0,0
0,0,0,1,231281.136,0.47,0,0
1,0,0,1,231281.642,0.506,0,0
0,0,0,1,231282.116,0.474,0,0
1,0,0,1,231282.629,0.513,0,0
0,0,0,1,231283.104,0.475,0,1
1,0,0,1,231283.621,0.517,0,1
0,0,0,1,231284.1,0.479,0,1
1,0,0,1,231284.616,0.516,0,1
0,0,0,1,231285.102,0.486,1,1
1,0,0,1,231285.624,0.522,1,1
0,0,0,1,231286.112,0.488,0,1
1,0,0,1,231286.635,0.523,0,1
0,0,0,1,231287.125,0.49,0,1
1,0,0,1,231287.654,0.529,0,1
0,0,0,1,231288.144,0.49,0,1
1,0,0,1,231288.672,0.528,0,1
0,0,0,1,231289.163,0.491,0,1
1,0,0,1,231289.692,0.529,0,1
0,0,0,1,231290.183,0.491,0,1
1,0,0,1,231290.709,0.526,0,1
0,0,0,1,231291.2,0.491,0,1
1,0,0,1,231291.719,0.519,0,1
0,0,0,1,231292.205,0.486,0,1
1,0,0,1,231292.724,0.519,0,1
0,0,0,1,231293.204,0.48,0,1
1,0,0,1,231293.714,0.51,0,1
0,0,0,1,231294.188,0.474,0,1
1,0,0,1,231294.69,0.502,0,1
0,0,0,1,231295.156,0.466,0,1
1,0,0,1,231295.651,0.495,0,1
0,0,0,1,231296.11,0.459,0,1
1,0,0,1,231296.601,0.491,0,1
0,0,0,1,231297.052,0.451,0,1
1,0,0,1,231297.536,0.484,0,1
0,0,0,1,231297.986,0.45,0,1
1,0,0,1,231298.465,0.479,0,1
0,0,0,1,231298.911,0.446,0,1
1,0,0,1,231299.387,0.476,0,0
0,0,0,1,231299.832,0.445,0,0
1,0,0,1,231300.307,0.475,0,0
0,0,0,1,231300.752,0.445,0,0
1,0,0,1,231301.23,0.478,0,0
0,0,0,1,231301.674,0.444,0,0
1,0,0,1,231302.149,0.475,0,0
0,0,0,1,231302.598,0.449,0,0
1,0,0,1,231303.073,0.475,0,0
0,0,0,1,231303.524,0.451,0,0
1,0,0,1,231304.004,0.48,1,0
0,0,0,1,231304.456,0.452,1,0
1,0,0,1,231304.938,0.482,1,0
0,0,0,1,231305.391,0.453,0,0
1,0,0,1,231305.875,0.484,0,0
0,0,0,1,231306.329,0.454,0,0
1,0,0,1,231306.814,0.485,0,0
0,0,0,1,231307.271,0.457,0,0
1,0,0,1,231307.758,0.487,0,0
0,0,0,1,231308.215,0.457,0,0
1,0,0,1,231308.699,0.484,0,0
0,0,0,1,231309.158,0.459,0,0
1,0,0,1,231309.641,0.483,0,0
0,0,0,1,231310.096,0.455,0,0
1,0,0,1,231310.58,0.484,0,0
0,0,0,1,231311.031,0.451,0,0
1,0,0,1,231311.513,0.482,0,0
0,0,0,1,231311.962,0.449,0,0
1,0,0,1,231312.44,0.478,0,0
0,0,0,1,231312.887,0.447,0,0
1,0,0,1,231313.361,0.474,0,0
1,1,0,1,231313.603,0.242,0,0
1,0,0,1,231313.603,0.0,0,0
0,0,0,1,231313.804,0.201,0,0
1,0,0,1,231314.274,0.47,0,1
0,0,0,1,231314.714,0.44,0,1
1,0,0,1,231315.18,0.466,0,1
0,0,0,1,231315.618,0.438,0,1
1,0,0,1,231316.083,0.465,0,1
0,0,0,1,231316.515,0.432,0,1
1,0,0,1,231316.977,0.462,0,1
0,0,0,1,231317.408,0.431,0,1
1,0,0,1,231317.869,0.461,0,1
0,0,0,1,231318.299,0.43,0,1
1,0,0,1,231318.756,0.457,0,1
0,0,0,1,231319.185,0.429,0,1
1,0,0,1,231319.643,0.458,0,1
0,0,0,1,231320.073,0.43,0,1
1,0,0,1,231320.532,0.459,0,1
0,0,0,1,231320.96,0.428,0,1
1,0,0,1,231321.423,0.463,1,1
0,0,0,1,231321.849,0.426,1,1
1,0,0,1,231322.311,0.462,1,1
0,0,0,1,231322.744,0.433,1,1
1,0,0,1,231323.207,0.463,1,1
0,0,0,1,231323.64,0.433,1,1
1,0,0,1,231324.102,0.462,0,1
0,0,0,1,231324.536,0.434,0,0
1,0,0,1,231325.002,0.466,0,0
0,0,0,1,231325.435,0.433,0,0
1,0,0,1,231325.902,0.467,0,0
0,0,0,1,231326.334,0.432,0,0
1,0,0,1,231326.799,0.465,0,0
0,0,0,1,231327.233,0.434,0,0
1,0,0,1,231327.697,0.464,0,0
0,0,0,1,231328.128,0.431,0,0
1,0,0,1,231328.591,0.463,0,0
0,0,0,1,231330.454,1.863,0,1
1,0,0,1,231331.253,0.799,0,1
0,0,0,1,231331.672,0.419,0,1
1,0,0,1,231332.125,0.453,0,1
0,0,0,1,231332.543,0.418,0,1
1,0,0,1,231332.991,0.448,0,1
0,0,0,1,231333.407,0.416,0,1
1,0,0,1,231333.855,0.448,0,1
0,0,0,1,231334.269,0.414,0,1
1,0,0,1,231334.713,0.444,0,1
1,0,1,1,231335.045,0.332,0,1
1,0,0,1,231335.047,0.002,0,1
0,0,0,1,231335.125,0.078,0,1
1,0,0,1,231335.567,0.442,0,1
0,0,0,1,231335.978,0.411,0,1
1,0,0,1,231336.419,0.441,0,1
0,0,0,1,231336.829,0.41,0,1
1,0,0,1,231337.269,0.44,0,1
0,0,0,1,231337.679,0.41,0,1
1,0,0,1,231338.123,0.444,0,1
0,0,0,1,231338.532,0.409,0,1
1,0,0,1,231338.976,0.444,0,1
0,0,0,1,231339.39,0.414,0,0
1,0,0,1,231339.833,0.443,1,0
0,0,0,1,231340.248,0.415,1,0
1,0,0,1,231340.694,0.446,1,0
0,0,0,1,231341.11,0.416,1,0
1,0,0,1,231341.557,0.447,0,0
0,0,0,1,231341.975,0.418,0,0
1,0,0,1,231342.421,0.446,0,0
0,0,0,1,231342.841,0.42,0,0
1,0,0,1,231343.29,0.449,0,0
0,0,0,1,231343.709,0.419,0,0
1,0,0,1,231344.16,0.451,0,0
0,0,0,1,231344.579,0.419,0,0
1,0,0,1,231345.026,0.447,0,0
0,0,0,1,231345.443,0.417,0,0
1,0,0,1,231345.89,0.447,0,0
0,0,0,1,231346.304,0.414,0,0
1,0,0,1,231346.748,0.444,0,0
0,0,0,1,231347.159,0.411,0,0
1,0,0,1,231347.599,0.44,0,0
0,0,0,1,231348.002,0.403,0,0
1,0,0,1,231348.435,0.433,0,1
0,0,0,1,231348.834,0.399,0,1
1,0,0,1,231349.262,0.428,0,1
0,0,0,1,231349.658,0.396,0,1
1,0,0,1,231350.082,0.424,0,1
0,0,0,1,231350.478,0.396,0,1
1,0,0,1,231350.899,0.421,0,1
0,0,0,1,231351.294,0.395,0,1
1,0,0,1,231351.714,0.42,0,1
0,0,0,1,231352.107,0.393,0,1
1,0,0,1,231352.527,0.42,0,1
0,0,0,1,231352.921,0.394,0,1
1,0,0,1,231353.341,0.42,0,1
