#Firmware: console20241002 firmware 20241003@978573457 mega100 MINIMAL_PINS 4
PriLevel,SecLevel,Trigger,Sync,Time,ToothTime,coil,inj
Flag,Flag,Flag,Flag,ms,ms,Flag,Flag
0,1,0,0,4299498.841,4299498.841,0,0
0,0,0,0,4299498.841,0.0,0,0
0,0,0,0,4299504.123,5.282,0,0
1,0,0,0,4299512.49,8.367,0,0
0,0,0,0,4299522.032,9.542,0,0
1,0,0,0,4299528.07,6.038,0,0
0,0,0,0,4299534.894,6.824,0,0
1,0,0,0,4299539.969,5.075,0,0
0,0,0,0,4299546.227,6.258,0,0
1,0,0,0,4299550.877,4.65,0,0
0,0,0,0,4299556.297,5.42,0,0
1,0,0,0,4299560.535,4.238,0,0
0,0,0,0,4299565.871,5.336,0,0
1,0,0,0,4299569.907,4.036,0,0
0,0,0,0,4299574.821,4.914,0,0
1,0,0,0,4299578.622,3.801,0,0
0,0,0,0,4299583.388,4.766,0,0
1,0,0,0,4299587.089,3.701,0,0
0,0,0,0,4299591.729,4.64,0,0
1,0,0,0,4299595.295,3.566,0,0
0,0,0,0,4299599.83,4.535,0,0
1,0,0,0,4299603.308,3.478,0,0
0,0,0,0,4299607.747,4.439,0,0
1,0,0,0,4299611.219,3.472,0,0
0,0,0,0,4299615.586,4.367,0,0
1,0,0,0,4299619.003,3.417,0,0
0,0,0,0,4299623.278,4.275,0,0
1,0,0,0,4299626.628,3.35,0,0
0,0,0,0,4299630.854,4.226,0,0
1,0,0,0,4299634.125,3.271,0,0
0,0,0,0,4299638.211,4.086,0,0
1,0,0,0,4299641.377,3.166,0,0
0,0,0,0,4299645.34,3.963,0,0
1,0,0,0,4299648.4,3.06,0,0
0,0,0,0,4299652.231,3.831,0,0
1,0,0,0,4299655.18,2.949,0,0
0,0,0,0,4299658.849,3.669,0,0
1,0,0,0,4299661.665,2.816,0,0
0,0,0,0,4299665.166,3.501,0,0
1,0,0,0,4299667.86,2.694,0,0
0,0,0,0,4299671.223,3.363,0,0
1,0,0,0,4299673.841,2.618,0,0
0,0,0,0,4299677.11,3.269,0,0
1,0,0,0,4299679.678,2.568,0,0
0,0,0,0,4299682.894,3.216,0,0
1,0,0,0,4299685.447,2.553,0,0
0,0,0,0,4299688.647,3.2,0,0
1,0,0,0,4299691.176,2.529,0,0
0,0,0,0,4299694.419,3.243,0,0
1,0,0,0,4299696.968,2.549,0,0
0,0,0,0,4299700.274,3.306,0,0
1,0,0,0,4299702.868,2.594,0,0
0,0,0,0,4299706.261,3.393,0,0
1,0,0,0,4299708.902,2.641,0,0
0,0,0,0,4299712.089,3.187,0,0
1,0,0,0,4299714.489,2.4,0,0
0,0,0,0,4299717.43,2.941,0,0
1,0,0,0,4299719.833,2.403,0,0
0,0,0,0,4299722.921,3.088,0,0
1,0,0,0,4299725.392,2.471,0,0
0,0,0,0,4299728.607,3.215,0,0
1,0,0,0,4299731.111,2.504,0,0
0,0,0,0,4299734.191,3.08,0,0
1,0,0,0,4299736.537,2.346,0,0
0,0,0,0,4299739.601,3.064,0,0
1,0,0,0,4299742.033,2.432,0,0
0,0,0,0,4299745.106,3.073,0,0
1,0,0,0,4299747.546,2.44,0,0
0,0,0,0,4299750.568,3.022,0,0
1,0,0,0,4299753.016,2.448,0,0
0,0,0,0,4299756.104,3.088,0,0
1,0,0,0,4299758.611,2.507,0,0
0,0,0,0,4299761.724,3.113,0,0
1,0,0,0,4299764.193,2.469,0,0
0,0,0,0,4299767.255,3.062,0,0
1,0,0,0,4299769.731,2.476,0,0
0,0,0,0,4299772.881,3.15,0,0
1,0,0,0,4299775.445,2.564,0,0
0,0,0,0,4299778.674,3.229,0,0
1,0,0,0,4299781.226,2.552,0,0
0,0,0,0,4299784.462,3.236,0,0
1,0,0,0,4299787.05,2.588,0,0
0,0,0,0,4299790.355,3.305,0,0
1,0,0,0,4299793.01,2.655,0,0
0,0,0,0,4299796.379,3.369,0,0
1,0,0,0,4299799.08,2.701,0,0
0,0,0,0,4299802.489,3.409,0,0
1,0,0,0,4299805.227,2.738,0,0
0,0,0,0,4299808.611,3.384,0,0
1,0,0,0,4299811.347,2.736,0,0
0,0,0,0,4299814.708,3.361,0,0
1,0,0,0,4299817.413,2.705,0,0
0,0,0,0,4299820.724,3.311,0,0
1,0,0,0,4299823.349,2.625,0,0
0,0,0,0,4299826.483,3.134,0,0
1,0,0,0,4299828.937,2.454,0,0
0,0,0,0,4299831.816,2.879,0,0
1,0,0,0,4299834.11,2.294,0,0
0,0,0,0,4299836.739,2.629,0,0
1,0,0,0,4299838.862,2.123,0,0
0,0,0,0,4299841.306,2.444,0,0
1,0,0,0,4299843.313,2.007,0,0
0,0,0,0,4299845.618,2.305,0,0
1,0,0,0,4299847.531,1.913,0,0
0,0,0,0,4299849.739,2.208,0,0
1,0,0,0,4299851.574,1.835,0,0
0,0,0,0,4299853.693,2.119,0,0
1,0,0,0,4299859.415,5.722,0,0
0,0,0,0,4299865.356,5.941,0,0
1,0,0,0,4299867.082,1.726,0,0
0,0,0,0,4299869.133,2.051,0,0
1,0,0,0,4299870.873,1.74,0,0
0,0,0,0,4299872.934,2.061,0,0
1,0,0,0,4299874.69,1.756,0,0
0,0,0,0,4299876.764,2.074,0,0
1,0,0,0,4299878.539,1.775,0,0
0,0,0,0,4299880.637,2.098,0,0
1,0,0,0,4299882.438,1.801,0,0
0,0,0,0,4299884.572,2.134,0,0
1,0,0,0,4299886.397,1.825,0,0
0,0,0,0,4299888.579,2.182,0,0
1,0,0,0,4299890.448,1.869,0,0
0,0,0,0,4299892.691,2.243,0,0
0,1,0,0,4299892.695,0.004,0,0
0,0,0,0,4299892.695,0.0,0,0
1,0,0,0,4299894.613,1.918,0,0
0,0,0,0,4299896.934,2.321,0,0
1,0,0,0,4299898.925,1.991,0,0
0,0,0,0,4299901.349,2.424,0,0
1,0,0,0,4299903.438,2.089,0,0
0,0,0,0,4299906.001,2.563,0,0
1,0,0,0,4299908.212,2.211,0,0
0,0,0,0,4299910.98,2.768,0,0
1,0,0,0,4299913.357,2.377,0,0
0,0,0,0,4299916.394,3.037,0,0
1,0,0,0,4299918.89,2.496,0,0
0,0,0,0,4299921.701,2.811,0,0
1,0,0,0,4299923.924,2.223,0,0
0,0,0,0,4299926.544,2.62,0,0
1,0,0,0,4299928.824,2.28,0,0
0,0,0,0,4299931.753,2.929,0,0
1,0,0,0,4299934.187,2.434,0,0
0,0,0,0,4299937.037,2.85,0,0
1,0,0,0,4299939.327,2.29,0,0
0,0,0,0,4299942.118,2.791,0,0
1,0,0,0,4299944.506,2.388,0,0
0,0,0,0,4299947.512,3.006,0,0
1,0,0,0,4299949.939,2.427,0,0
0,0,0,0,4299952.842,2.903,0,0
1,0,0,0,4299955.13,2.288,0,0
0,0,0,0,4299957.885,2.755,0,0
1,0,0,0,4299960.12,2.235,0,0
0,0,0,0,4299962.789,2.669,0,0
1,0,0,0,4299964.934,2.145,0,0
0,0,0,0,4299967.46,2.526,0,0
1,0,0,0,4299969.504,2.044,0,0
0,0,0,0,4299971.887,2.383,0,0
1,0,0,0,4299973.825,1.938,0,0
0,0,0,0,4299976.084,2.259,0,0
1,0,0,0,4299977.947,1.863,0,0
0,0,0,0,4299980.116,2.169,0,0
1,0,0,0,4299981.907,1.791,0,0
0,0,0,0,4299984.001,2.094,0,0
1,0,0,0,4299985.758,1.757,0,0
0,0,0,0,4299987.801,2.043,0,0
1,0,0,0,4299989.514,1.713,0,0
0,0,0,0,4299991.545,2.031,0,0
1,0,0,0,4299993.235,1.69,0,0
0,0,0,0,4299995.251,2.016,0,0
1,0,0,0,4299996.934,1.683,0,0
0,0,0,0,4299998.941,2.007,0,0
1,0,0,0,4300000.625,1.684,0,0
0,0,0,0,4300002.637,2.012,0,0
1,0,0,0,4300004.326,1.689,0,0
0,0,0,0,4300006.343,2.017,0,0
1,0,0,0,4300008.056,1.713,0,0
0,0,0,0,4300010.086,2.03,0,0
1,0,0,0,4300011.789,1.703,0,0
0,0,0,0,4300013.86,2.071,0,0
1,0,0,0,4300015.609,1.749,0,0
0,0,0,0,4300017.714,2.105,0,0
1,0,0,0,4300019.446,1.732,0,0
0,0,0,0,4300021.601,2.155,0,0
1,0,0,0,4300023.412,1.811,0,0
0,0,0,0,4300025.603,2.191,0,0
1,0,0,0,4300027.463,1.86,0,0
0,0,0,0,4300029.728,2.265,0,0
1,0,0,0,4300031.642,1.914,0,0
0,0,0,0,4300034.005,2.363,0,0
1,0,0,0,4300036.003,1.998,0,0
0,0,0,0,4300038.486,2.483,0,0
1,0,0,0,4300040.587,2.101,0,0
0,0,0,0,4300043.234,2.647,0,0
1,0,0,0,4300045.472,2.238,0,0
0,0,0,0,4300048.325,2.853,0,0
1,0,0,0,4300050.675,2.35,0,0
0,0,0,0,4300053.44,2.765,0,0
1,0,0,0,4300055.529,2.089,0,0
0,0,0,0,4300058.015,2.486,0,0
1,0,0,0,4300060.121,2.106,0,0
