#Firmware: console20241002 firmware N/A
PriLevel,SecLevel,Trigger,Sync,Time,ToothTime,coil,inj
Flag,Flag,Flag,Flag,ms,ms,Flag,Flag
1,0,0,1,269042.952,269042.952,0,0
0,0,0,1,269059.969,17.017,0,0
1,0,0,1,269089.759,29.79,0,0
0,0,0,1,269120.266,30.507,0,0
1,0,0,1,269144.11,23.844,0,0
0,0,0,1,269168.152,24.042,0,0
1,0,0,1,269193.893,25.741,0,0
1,0,1,1,269236.099,42.206,0,0
1,0,0,1,269236.101,0.002,0,0
0,0,0,1,489006.269,219770.168,0,0
0,1,0,1,489006.931,0.662,0,0
0,0,0,1,489006.931,0.0,0,0
0,0,0,1,490084.844,1077.913,0,0
0,0,0,1,490084.847,0.003,0,0
0,0,0,1,490084.854,0.007,0,0
1,0,0,1,490084.857,0.003,0,0
1,0,0,0,490084.861,0.004,0,0
1,0,0,0,490084.865,0.004,0,0
1,0,0,0,490084.866,0.001,0,0
0,0,0,0,494078.739,3993.873,0,0
1,0,0,0,494088.123,9.384,0,0
0,0,0,0,494088.447,0.324,0,0
1,0,0,0,494088.627,0.18,0,0
0,0,0,0,494088.951,0.324,0,0
1,0,0,0,494089.135,0.184,0,0
0,0,0,0,494089.459,0.324,0,0
1,0,0,0,494089.635,0.176,0,0
0,0,0,0,494089.962,0.327,0,0
1,0,0,0,494090.141,0.179,0,0
0,0,0,0,494090.47,0.329,0,0
1,0,0,0,494090.647,0.177,0,0
0,0,0,0,494090.974,0.327,0,0
1,0,0,0,494091.152,0.178,0,0
0,0,0,0,494091.484,0.332,0,0
1,0,0,0,494091.654,0.17,0,0
0,0,0,0,494091.988,0.334,0,0
1,0,0,0,494092.161,0.173,0,0
0,0,0,0,494092.998,0.837,0,0
1,0,0,0,494093.145,0.147,0,0
0,0,0,0,494094.008,0.863,0,0
1,0,0,0,494094.132,0.124,0,0
0,0,0,0,494094.511,0.379,0,0
1,0,0,0,494094.69,0.179,0,0
0,0,0,0,494095.017,0.327,0,0
1,0,0,0,494095.193,0.176,0,0
0,0,0,0,494095.52,0.327,0,0
1,0,0,0,494095.699,0.179,0,0
0,0,0,0,494096.028,0.329,0,0
1,0,0,0,494096.204,0.176,0,0
0,0,0,0,494096.532,0.328,0,0
1,0,0,0,494096.711,0.179,0,0
0,0,0,0,494097.037,0.326,0,0
1,0,0,0,494097.215,0.178,0,0
0,0,0,0,494097.542,0.327,0,0
1,0,0,0,494097.72,0.178,0,0
0,0,0,0,494098.049,0.329,0,0
1,0,0,0,494098.227,0.178,0,0
0,0,0,0,494098.422,0.195,0,0
1,0,0,0,494098.732,0.31,0,0
0,0,0,0,494099.055,0.323,0,0
1,0,0,0,494105.1,6.045,0,0
0,0,0,0,494105.122,0.022,0,0
1,0,0,0,494105.274,0.152,0,0
0,0,0,0,494105.316,0.042,0,0
1,0,0,0,494105.802,0.486,0,0
0,0,0,0,494105.828,0.026,0,0
1,0,0,0,494106.31,0.482,0,0
0,0,0,0,494106.639,0.329,0,0
1,0,0,0,494106.813,0.174,0,0
0,0,0,0,494116.739,9.926,0,0
1,0,0,0,494123.055,6.316,0,0
0,0,0,0,494129.832,6.777,0,0
1,0,0,0,494135.27,5.438,0,0
0,0,0,0,494140.726,5.456,0,0
1,0,0,0,494145.717,4.991,0,0
0,0,0,0,494150.826,5.109,0,0
1,0,0,0,494155.274,4.448,0,0
0,0,0,0,494159.995,4.721,0,0
1,0,0,0,494164.18,4.185,0,0
0,0,0,0,494168.66,4.48,0,0
1,0,0,0,494172.66,4.0,0,0
0,0,0,0,494176.935,4.275,0,0
1,0,0,0,494180.773,3.838,0,0
0,0,0,0,494184.884,4.111,0,0
1,0,0,0,494188.608,3.724,0,0
0,0,0,0,494192.621,4.013,0,0
1,0,0,0,494196.259,3.638,0,0
0,0,0,0,494200.171,3.912,0,0
1,0,0,0,494203.724,3.553,0,0
0,0,0,0,494207.594,3.87,0,0
1,0,0,0,494211.131,3.537,0,0
0,0,0,0,494214.965,3.834,0,0
1,0,0,0,494218.442,3.477,0,0
0,0,0,0,494222.24,3.798,0,0
1,0,0,0,494225.698,3.458,0,0
0,0,0,0,494229.442,3.744,0,0
1,0,0,0,494232.853,3.411,0,0
0,0,0,0,494236.53,3.677,0,0
1,0,0,0,494239.876,3.346,0,0
0,0,0,0,494243.441,3.565,0,0
1,0,0,0,494246.71,3.269,0,0
0,0,0,0,494250.157,3.447,0,0
1,0,0,0,494253.32,3.163,0,0
0,0,0,0,494256.631,3.311,0,0
1,0,0,0,494259.655,3.024,0,0
0,0,0,0,494262.803,3.148,0,0
1,0,0,0,494265.673,2.87,0,0
0,0,0,0,494268.664,2.991,0,0
1,0,0,0,494271.403,2.739,0,0
0,0,0,0,494274.272,2.869,0,0
1,0,0,0,494276.923,2.651,0,0
0,0,0,0,494279.709,2.786,0,0
1,0,0,0,494282.278,2.569,0,0
0,0,0,0,494285.025,2.747,0,0
1,0,0,0,494287.586,2.561,0,0
0,0,0,0,494290.246,2.66,0,0
1,0,0,0,494292.844,2.598,0,0
0,0,0,0,494295.511,2.667,0,0
1,0,0,0,494298.12,2.609,0,0
0,0,0,0,494300.838,2.718,0,0
1,0,0,0,494303.474,2.636,0,0
0,0,0,0,494306.251,2.777,0,0
1,0,0,0,494308.949,2.698,0,0
0,0,0,0,494311.827,2.878,0,0
1,0,0,0,494314.591,2.764,0,0
0,0,0,0,494317.409,2.818,0,0
1,0,0,0,494319.888,2.479,0,0
0,0,0,0,494322.429,2.541,0,0
1,0,0,0,494324.833,2.404,0,0
0,0,0,0,494327.508,2.675,0,0
1,0,0,0,494330.048,2.54,0,0
0,0,0,0,494332.898,2.85,0,0
1,0,0,0,494335.397,2.499,0,0
0,0,0,0,494338.106,2.709,0,0
1,0,0,0,494340.499,2.393,0,0
0,0,0,0,494343.149,2.65,0,0
1,0,0,0,494345.616,2.467,0,0
0,0,0,0,494348.397,2.781,0,0
1,0,0,0,494350.907,2.51,0,0
0,0,0,0,494353.657,2.75,0,0
1,0,0,0,494356.059,2.402,0,0
0,0,0,0,494358.789,2.73,0,0
1,0,0,0,494361.241,2.452,0,0
0,0,0,0,494364.09,2.849,0,0
1,0,0,0,494366.594,2.504,0,0
0,0,0,0,494369.422,2.828,0,0
1,0,0,0,494371.886,2.464,0,0
0,0,0,0,494374.741,2.855,0,0
1,0,0,0,494377.272,2.531,0,0
0,0,0,0,494380.217,2.945,0,0
1,0,0,0,494382.766,2.549,0,0
0,0,0,0,494385.719,2.953,0,0
1,0,0,0,494388.299,2.58,0,0
0,0,0,0,494391.321,3.022,0,0
1,0,0,0,494393.962,2.641,0,0
0,0,0,0,494397.004,3.042,0,0
1,0,0,0,494399.64,2.636,0,0
0,0,0,0,494402.677,3.037,0,0
1,0,0,0,494405.317,2.64,0,0
0,0,0,0,494408.347,3.03,0,0
1,0,0,0,494410.96,2.613,0,0
0,0,0,0,494413.917,2.957,0,0
1,0,0,0,494416.445,2.528,0,0
0,0,0,0,494419.266,2.821,0,0
1,0,0,0,494421.638,2.372,0,0
0,0,0,0,494424.285,2.647,0,0
1,0,0,0,494426.492,2.207,0,0
1,1,0,0,494428.159,1.667,0,0
1,0,0,0,494428.159,0.0,0,0
0,0,0,0,494428.926,0.767,0,0
1,0,0,0,494431.003,2.077,0,0
0,0,0,0,494433.281,2.278,0,0
1,0,0,0,494435.262,1.981,0,0
0,0,0,0,494437.419,2.157,0,0
1,0,0,0,494439.331,1.912,0,0
0,0,0,0,494441.396,2.065,0,0
1,0,0,0,494443.282,1.886,0,0
0,0,0,0,494445.198,1.916,0,0
1,0,0,0,494454.663,9.465,0,0
0,0,0,1,494456.7,2.037,0,0
1,0,0,1,494458.436,1.736,0,0
0,0,0,1,494460.457,2.021,0,0
1,0,0,1,494462.208,1.751,0,0
0,0,0,1,494464.268,2.06,0,0
1,0,0,1,494466.02,1.752,0,0
0,0,0,1,494468.128,2.108,0,0
1,0,0,1,494469.894,1.766,0,0
0,0,0,1,494472.041,2.147,0,0
1,0,0,1,494473.848,1.807,0,0
0,0,0,1,494476.031,2.183,0,0
1,0,0,1,494477.892,1.861,0,0
0,0,0,1,494480.129,2.237,0,0
1,0,0,1,494482.053,1.924,0,0
0,0,0,1,494484.354,2.301,0,0
1,0,0,1,494486.364,2.01,0,0
0,0,0,1,494488.755,2.391,0,0
1,0,0,1,494490.866,2.111,0,0
0,0,0,1,494493.38,2.514,0,0
1,0,0,1,494495.623,2.243,0,0
0,0,0,1,494498.288,2.665,0,0
1,0,0,1,494500.696,2.408,0,0
0,0,0,1,494503.401,2.705,0,0
1,0,0,1,494505.599,2.198,0,0
0,0,0,1,494507.93,2.331,0,0
1,0,0,1,494510.032,2.102,0,0
0,0,0,1,494512.474,2.442,0,0
1,0,0,1,494514.817,2.343,0,0
0,0,0,1,494517.524,2.707,0,0
1,0,0,1,494519.894,2.37,0,0
0,0,0,1,494522.396,2.502,1,0
1,0,0,1,494524.601,2.205,1,0
0,0,0,1,494527.129,2.528,0,0
1,0,0,1,494529.519,2.39,0,0
0,0,0,1,494532.302,2.783,0,0
1,0,0,1,494534.8,2.498,0,0
0,0,0,1,494537.398,2.598,0,0
1,0,0,1,494539.68,2.282,0,0
0,0,0,1,494542.168,2.488,0,0
1,0,0,1,494544.487,2.319,0,0
0,0,0,1,494547.006,2.519,0,0
1,0,0,1,494549.31,2.304,0,0
0,0,0,1,494551.753,2.443,0,0
1,0,0,1,494553.952,2.199,0,0
0,0,0,1,494556.27,2.318,0,0
1,0,0,1,494558.359,2.089,0,0
0,0,0,1,494560.565,2.206,0,0
1,0,0,1,494562.561,1.996,0,0
0,0,0,1,494564.675,2.114,0,0
1,0,0,1,494566.601,1.926,0,0
0,0,0,1,494568.641,2.04,0,0
1,0,0,1,494570.499,1.858,0,0
0,0,0,1,494572.494,1.995,0,0
1,0,0,1,494574.322,1.828,0,0
0,0,0,1,494576.23,1.908,0,0
1,0,0,1,494578.065,1.835,0,0
0,0,0,1,494579.945,1.88,0,0
1,0,0,1,494581.763,1.818,0,0
0,0,0,1,494583.641,1.878,0,0
1,0,0,1,494585.454,1.813,0,0
0,0,0,1,494587.336,1.882,0,0
1,0,0,1,494589.151,1.815,0,0
0,0,0,1,494591.057,1.906,0,0
1,0,0,1,494592.88,1.823,0,0
0,0,0,1,494594.814,1.934,0,0
1,0,0,1,494596.656,1.842,0,0
0,0,0,1,494598.615,1.959,0,0
1,0,0,1,494600.458,1.843,0,1
0,0,0,1,494602.469,2.011,0,1
1,0,0,1,494604.354,1.885,0,0
0,0,0,1,494606.428,2.074,0,0
1,0,0,1,494608.316,1.888,0,0
0,0,0,1,494610.441,2.125,0,0
1,0,0,1,494612.414,1.973,0,0
0,0,0,1,494614.611,2.197,0,0
1,0,0,1,494616.649,2.038,0,0
0,0,0,1,494618.937,2.288,0,0
1,0,0,1,494621.055,2.118,0,0
0,0,0,1,494623.466,2.411,0,0
1,0,0,1,494625.675,2.209,0,0
0,0,0,1,494628.224,2.549,0,0
1,0,0,1,494630.488,2.264,0,0
0,0,0,1,494632.895,2.407,0,0
1,0,0,1,494634.903,2.008,0,0
0,0,0,1,494637.129,2.226,0,0
1,0,0,1,494639.155,2.026,0,0
0,0,0,1,494641.546,2.391,0,0
1,0,0,1,494643.759,2.213,0,0
0,0,0,1,494646.345,2.586,0,0
1,0,0,1,494648.538,2.193,0,0
0,0,0,1,494650.946,2.408,1,0
1,0,0,1,494653.014,2.068,1,0
0,0,0,1,494655.436,2.422,0,0
1,0,0,1,494657.633,2.197,0,0
0,0,0,1,494660.249,2.616,0,0
1,0,0,1,494662.546,2.297,0,0
0,0,0,1,494665.096,2.55,0,0
1,0,0,1,494667.245,2.149,0,0
0,0,0,1,494669.657,2.412,0,0
1,0,0,1,494671.767,2.11,0,0
0,0,0,1,494674.191,2.424,0,0
1,0,0,1,494676.294,2.103,0,0
0,0,0,1,494678.667,2.373,0,0
1,0,0,1,494680.691,2.024,0,0
0,0,0,1,494682.984,2.293,0,0
1,0,0,1,494684.921,1.937,0,0
0,0,0,1,494687.099,2.178,0,0
1,0,0,1,494688.965,1.866,0,0
0,0,0,1,494691.053,2.088,0,0
1,0,0,1,494692.877,1.824,0,0
0,0,0,1,494694.885,2.008,0,0
1,0,0,1,494696.672,1.787,0,0
0,0,0,1,494698.618,1.946,0,0
1,0,0,1,494700.399,1.781,0,0
0,0,0,1,494702.227,1.828,0,0
1,0,0,1,494711.321,9.094,0,0
0,0,0,1,494713.298,1.977,0,0
1,0,0,1,494714.988,1.69,0,0
0,0,0,1,494716.961,1.973,0,0
1,0,0,1,494718.665,1.704,0,0
0,0,0,1,494720.684,2.019,0,0
1,0,0,1,494722.395,1.711,0,0
0,0,0,1,494724.471,2.076,0,0
1,0,0,1,494726.201,1.73,0,1
0,0,0,1,494728.313,2.112,0,1
1,0,0,1,494730.092,1.779,0,0
0,0,0,1,494732.244,2.152,0,0
1,0,0,1,494734.078,1.834,0,0
0,0,0,1,494736.29,2.212,0,0
1,0,0,1,494738.192,1.902,0,0
0,0,0,1,494740.467,2.275,0,0
1,0,0,1,494742.459,1.992,0,0
0,0,0,1,494744.829,2.37,0,0
1,0,0,1,494746.915,2.086,0,0
0,0,0,1,494749.389,2.474,0,0
1,0,0,1,494751.575,2.186,0,0
0,0,0,1,494753.994,2.419,0,0
1,0,0,1,494755.999,2.005,0,0
0,0,0,1,494758.197,2.198,0,0
1,0,0,1,494760.151,1.954,0,0
0,0,0,1,494762.417,2.266,0,0
1,0,0,1,494764.531,2.114,0,0
0,0,0,1,494766.99,2.459,0,0
1,0,0,1,494769.212,2.222,0,0
0,0,0,1,494771.627,2.415,0,0
1,0,0,1,494773.74,2.113,0,0
0,0,0,1,494776.058,2.318,1,0
1,0,0,1,494778.174,2.116,1,0
0,0,0,1,494780.625,2.451,0,0
1,0,0,1,494782.901,2.276,0,0
0,0,0,1,494785.46,2.559,0,0
1,0,0,1,494787.71,2.25,0,0
0,0,0,1,494790.123,2.413,0,0
1,0,0,1,494792.29,2.167,0,0
0,0,0,1,494794.685,2.395,0,0
1,0,0,1,494796.905,2.22,0,0
0,0,0,1,494799.309,2.404,0,0
1,0,0,1,494801.509,2.2,0,0
0,0,0,1,494803.838,2.329,0,0
1,0,0,1,494805.947,2.109,0,0
0,0,0,1,494808.161,2.214,0,0
1,0,0,1,494810.17,2.009,0,0
0,0,0,1,494812.284,2.114,0,0
1,0,0,1,494814.208,1.924,0,0
0,0,0,1,494816.234,2.026,0,0
1,0,0,1,494818.092,1.858,0,0
0,0,0,1,494820.05,1.958,0,0
1,0,0,1,494821.842,1.792,0,0
0,0,0,1,494823.76,1.918,0,0
1,0,0,1,494825.526,1.766,0,0
0,0,0,1,494827.363,1.837,0,0
1,0,0,1,494829.136,1.773,0,0
0,0,0,1,494830.943,1.807,0,0
1,0,0,1,494832.705,1.762,0,0
0,0,0,1,494834.513,1.808,0,0
1,0,0,1,494836.266,1.753,0,0
0,0,0,1,494838.084,1.818,0,0
