#Firmware: console20241002 firmware N/A
PriLevel,SecLevel,Trigger,Sync,Time,ToothTime,coil,inj
Flag,Flag,Flag,Flag,ms,ms,Flag,Flag
1,0,0,1,3155431.543,3155431.543,0,0
0,0,0,1,3155432.174,0.631,0,0
1,0,0,1,3155432.739,0.565,1,0
0,0,0,1,3155433.375,0.636,1,0
1,0,0,1,3155433.938,0.563,1,1
0,0,0,1,3155434.582,0.644,1,1
1,0,0,1,3155435.146,0.564,1,1
0,0,0,1,3155435.792,0.646,0,1
1,0,0,1,3155436.358,0.566,0,1
0,0,0,1,3155437.007,0.649,0,1
1,0,0,1,3155437.574,0.567,0,0
0,0,0,1,3155438.226,0.652,0,0
1,0,0,1,3155438.794,0.568,0,0
0,0,0,1,3155439.446,0.652,0,0
1,0,0,1,3155440.016,0.57,0,0
0,0,0,1,3155440.669,0.653,0,0
1,0,0,1,3155441.237,0.568,0,0
0,0,0,1,3155441.89,0.653,0,0
1,0,0,1,3155442.456,0.566,0,0
0,0,0,1,3155443.115,0.659,0,0
1,0,0,1,3155443.678,0.563,0,0
0,0,0,1,3155444.329,0.651,0,0
1,0,0,1,3155444.893,0.564,0,0
0,0,0,1,3155445.54,0.647,0,0
1,0,0,1,3155446.108,0.568,0,0
0,0,0,1,3155446.75,0.642,0,0
1,0,0,1,3155447.321,0.571,0,0
0,0,0,1,3155447.955,0.634,0,0
1,0,0,1,3155448.535,0.58,0,0
0,0,0,1,3155449.14,0.605,0,0
1,0,0,1,3155452.16,3.02,0,0
0,0,0,1,3155452.789,0.629,0,0
1,0,0,1,3155453.363,0.574,0,0
0,0,0,1,3155453.989,0.626,0,0
1,0,0,1,3155454.562,0.573,0,0
0,0,0,1,3155455.195,0.633,0,0
1,0,0,1,3155455.761,0.566,0,0
0,0,0,1,3155456.404,0.643,0,0
1,0,0,1,3155456.964,0.56,0,0
0,0,0,1,3155457.608,0.644,0,0
1,0,0,1,3155458.168,0.56,0,0
0,0,0,1,3155458.811,0.643,0,0
1,0,0,1,3155459.372,0.561,0,0
0,0,0,1,3155460.015,0.643,0,0
1,0,0,1,3155460.575,0.56,0,0
0,0,0,1,3155461.219,0.644,0,0
1,0,0,1,3155461.779,0.56,0,0
0,0,0,1,3155462.422,0.643,0,0
1,0,0,1,3155462.984,0.562,0,0
0,0,0,1,3155463.627,0.643,0,0
1,0,0,1,3155464.189,0.562,0,0
0,0,0,1,3155464.83,0.641,0,0
1,0,0,1,3155465.396,0.566,0,0
0,0,0,1,3155466.038,0.642,0,0
1,0,0,1,3155466.603,0.565,0,0
0,0,0,1,3155467.247,0.644,0,0
1,0,0,1,3155467.815,0.568,0,0
0,0,0,1,3155468.458,0.643,0,0
1,0,0,1,3155469.031,0.573,1,0
0,0,0,1,3155469.673,0.642,1,0
1,0,0,1,3155470.25,0.577,1,1
0,0,0,1,3155470.896,0.646,1,1
1,0,0,1,3155471.472,0.576,1,1
0,0,0,1,3155472.12,0.648,0,1
1,0,0,1,3155472.701,0.581,0,1
0,0,0,1,3155473.349,0.648,0,1
1,0,0,1,3155473.933,0.584,0,0
0,0,0,1,3155474.582,0.649,0,0
1,0,0,1,3155475.168,0.586,0,0
1,0,1,1,3155475.249,0.081,0,0
1,0,0,1,3155475.252,0.003,0,0
0,0,0,1,3155475.817,0.565,0,0
1,0,0,1,3155476.406,0.589,0,0
0,0,0,1,3155477.051,0.645,0,0
1,0,0,1,3155477.644,0.593,0,0
0,0,0,1,3155478.286,0.642,0,0
1,0,0,1,3155478.88,0.594,0,0
0,0,0,1,3155479.519,0.639,0,0
1,0,0,1,3155480.111,0.592,0,0
0,0,0,1,3155480.747,0.636,0,0
1,0,0,1,3155481.338,0.591,0,0
0,0,0,1,3155481.97,0.632,0,0
1,0,0,1,3155482.557,0.587,0,0
0,0,0,1,3155483.185,0.628,0,0
1,0,0,1,3155483.769,0.584,0,0
0,0,0,1,3155484.394,0.625,0,0
1,0,0,1,3155484.98,0.586,0,0
0,0,0,1,3155485.584,0.604,0,0
1,0,0,1,3155486.177,0.593,0,0
0,0,0,1,3155486.775,0.598,0,0
1,0,0,1,3155487.368,0.593,0,0
0,0,0,1,3155487.962,0.594,0,0
1,0,0,1,3155488.555,0.593,0,0
0,0,0,1,3155489.145,0.59,0,0
1,0,0,1,3155489.736,0.591,0,0
0,0,0,1,3155490.327,0.591,0,0
1,0,0,1,3155490.916,0.589,0,0
0,0,0,1,3155491.508,0.592,0,0
1,0,0,1,3155492.094,0.586,0,0
0,0,0,1,3155492.686,0.592,0,0
1,0,0,1,3155493.265,0.579,0,0
0,0,0,1,3155493.862,0.597,0,0
1,0,0,1,3155494.442,0.58,0,0
0,0,0,1,3155495.043,0.601,0,0
1,0,0,1,3155495.61,0.567,0,0
0,0,0,1,3155496.212,0.602,0,0
1,0,0,1,3155496.783,0.571,0,0
0,0,0,1,3155497.387,0.604,0,0
1,0,0,1,3155497.957,0.57,0,0
0,0,0,1,3155498.563,0.606,0,0
1,0,0,1,3155499.129,0.566,0,0
0,0,0,1,3155499.741,0.612,0,0
1,0,0,1,3155500.302,0.561,0,0
0,0,0,1,3155500.917,0.615,0,0
1,0,0,1,3155501.477,0.56,0,0
0,0,0,1,3155502.095,0.618,0,0
1,0,0,1,3155502.651,0.556,0,0
0,0,0,1,3155503.273,0.622,0,0
1,0,0,1,3155503.829,0.556,0,0
0,0,0,1,3155504.453,0.624,0,0
1,0,0,1,3155505.009,0.556,1,0
0,0,0,1,3155505.639,0.63,1,0
1,0,0,1,3155506.192,0.553,1,1
0,0,0,1,3155506.828,0.636,1,1
1,0,0,1,3155507.383,0.555,1,1
0,0,0,1,3155508.022,0.639,0,1
1,0,0,1,3155508.579,0.557,0,1
0,0,0,1,3155509.22,0.641,0,1
1,0,0,1,3155509.778,0.558,0,1
0,0,0,1,3155510.421,0.643,0,0
1,0,0,1,3155510.982,0.561,0,0
0,0,0,1,3155511.625,0.643,0,0
1,0,0,1,3155512.186,0.561,0,0
0,0,0,1,3155512.83,0.644,0,0
1,0,0,1,3155513.389,0.559,0,0
0,0,0,1,3155514.031,0.642,0,0
1,0,0,1,3155514.587,0.556,0,0
0,0,0,1,3155515.231,0.644,0,0
1,0,0,1,3155515.781,0.55,0,0
0,0,0,1,3155516.414,0.633,0,0
1,0,0,1,3155516.96,0.546,0,0
0,0,0,1,3155517.585,0.625,0,0
1,0,0,1,3155518.131,0.546,0,0
0,0,0,1,3155518.744,0.613,0,0
1,0,0,1,3155519.288,0.544,0,0
0,0,0,1,3155519.889,0.601,0,0
1,0,0,1,3155520.437,0.548,0,0
0,0,0,1,3155521.004,0.567,0,0
1,0,0,1,3155523.824,2.82,0,0
0,0,0,1,3155524.402,0.578,0,0
1,0,0,1,3155524.935,0.533,0,0
0,0,0,1,3155525.511,0.576,0,0
1,0,0,1,3155526.041,0.53,0,0
0,0,0,1,3155526.621,0.58,0,0
1,0,0,1,3155527.146,0.525,0,0
0,0,0,1,3155527.733,0.587,0,0
1,0,0,1,3155528.249,0.516,0,0
0,0,0,1,3155528.838,0.589,0,0
1,0,0,1,3155529.353,0.515,0,0
0,0,0,1,3155529.94,0.587,0,0
1,0,0,1,3155530.454,0.514,0,0
0,0,0,1,3155531.042,0.588,0,0
1,0,0,1,3155531.554,0.512,0,0
0,0,0,1,3155532.141,0.587,0,0
1,0,0,1,3155532.655,0.514,0,0
0,0,0,1,3155533.241,0.586,0,0
1,0,0,1,3155533.753,0.512,0,0
0,0,0,1,3155534.341,0.588,0,0
1,0,0,1,3155534.853,0.512,0,0
0,0,0,1,3155535.438,0.585,0,0
1,0,0,1,3155535.954,0.516,0,0
