#Firmware: console20241002 firmware N/A
PriLevel,SecLevel,Trigger,Sync,Time,ToothTime,coil,inj
Flag,Flag,Flag,Flag,ms,ms,Flag,Flag
1,0,0,1,244035.916,244035.916,0,0
0,0,0,1,244036.475,0.559,0,0
1,0,0,1,244037.079,0.604,0,0
0,0,0,1,244037.637,0.558,0,0
1,0,0,1,244038.243,0.606,0,0
0,0,0,1,244038.799,0.556,0,0
1,0,0,1,244039.402,0.603,0,0
0,0,0,1,244039.962,0.56,0,0
1,0,0,1,244040.566,0.604,0,0
0,0,0,1,244041.122,0.556,0,0
1,0,0,1,244041.727,0.605,0,0
0,0,0,1,244042.286,0.559,0,0
1,0,0,1,244042.891,0.605,0,0
0,0,0,1,244043.454,0.563,0,0
1,0,0,1,244044.055,0.601,0,0
0,0,0,1,244044.62,0.565,1,0
1,0,0,1,244045.226,0.606,1,0
0,0,0,1,244045.792,0.566,1,0
1,0,0,1,244046.399,0.607,1,1
0,0,0,1,244046.965,0.566,1,1
1,0,0,1,244047.573,0.608,0,1
0,0,0,1,244048.14,0.567,0,1
1,0,0,1,244048.749,0.609,0,0
0,0,0,1,244049.317,0.568,0,0
1,0,0,1,244049.928,0.611,0,0
0,0,0,1,244050.494,0.566,0,0
1,0,0,1,244051.104,0.61,0,0
0,0,0,1,244051.67,0.566,0,0
1,0,0,1,244052.278,0.608,0,0
0,0,0,1,244052.844,0.566,0,0
1,0,0,1,244053.452,0.608,0,0
0,0,0,1,244054.018,0.566,0,0
1,0,0,1,244054.623,0.605,0,0
0,0,0,1,244055.19,0.567,0,0
1,0,0,1,244055.791,0.601,0,0
0,0,0,1,244056.355,0.564,0,0
1,0,0,1,244056.955,0.6,0,0
0,0,0,1,244057.513,0.558,0,0
1,0,0,1,244058.109,0.596,0,0
0,0,0,1,244058.668,0.559,0,0
1,0,0,1,244059.263,0.595,0,0
0,0,0,1,244059.816,0.553,0,0
1,0,0,1,244060.413,0.597,0,0
0,0,0,1,244060.966,0.553,0,0
1,0,0,1,244061.558,0.592,0,0
0,0,0,1,244062.112,0.554,0,0
1,0,0,1,244062.704,0.592,0,0
0,0,0,1,244063.262,0.558,0,0
1,0,0,1,244063.859,0.597,0,0
0,0,0,1,244064.414,0.555,0,0
1,0,0,1,244065.008,0.594,0,0
0,0,0,1,244065.566,0.558,0,0
1,0,0,1,244066.159,0.593,0,0
0,0,0,1,244066.717,0.558,0,0
1,0,0,1,244067.313,0.596,0,0
0,0,0,1,244067.874,0.561,1,0
1,0,0,1,244068.473,0.599,1,0
0,0,0,1,244069.032,0.559,1,0
1,0,0,1,244069.63,0.598,1,1
0,0,0,1,244070.19,0.56,1,1
1,0,0,1,244070.792,0.602,0,1
0,0,0,1,244071.353,0.561,0,1
1,0,0,1,244071.952,0.599,0,0
0,0,0,1,244072.516,0.564,0,0
1,0,0,1,244073.115,0.599,0,0
0,0,0,1,244073.679,0.564,0,0
1,0,0,1,244074.276,0.597,0,0
0,0,0,1,244074.84,0.564,0,0
1,0,0,1,244075.439,0.599,0,0
0,0,0,1,244075.998,0.559,0,0
1,0,0,1,244076.598,0.6,0,0
0,0,0,1,244077.159,0.561,0,0
1,0,0,1,244077.758,0.599,0,0
0,0,0,1,244078.318,0.56,0,0
1,0,0,1,244078.918,0.6,0,0
0,0,0,1,244079.478,0.56,0,0
1,0,0,1,244080.077,0.599,0,0
0,0,0,1,244080.636,0.559,0,0
1,0,0,1,244081.234,0.598,0,0
