#Firmware: console20241002 firmware N/A
PriLevel,SecLevel,Trigger,Sync,Time,ToothTime,coil,inj
Flag,Flag,Flag,Flag,ms,ms,Flag,Flag
0,0,0,1,183761.458,183761.458,0,0
1,0,0,1,183762.085,0.627,0,0
0,0,0,1,183762.668,0.583,0,0
1,0,0,1,183763.296,0.628,0,0
0,0,0,1,183763.878,0.582,0,0
1,0,0,1,183764.504,0.626,0,0
0,0,0,1,183765.087,0.583,0,0
1,0,0,1,183765.714,0.627,0,0
0,0,0,1,183766.296,0.582,0,0
1,0,0,1,183766.925,0.629,0,0
0,0,0,1,183767.507,0.582,0,0
1,0,0,1,183768.137,0.63,0,0
0,0,0,1,183768.719,0.582,0,0
1,0,0,1,183769.352,0.633,0,0
0,0,0,1,183769.932,0.58,1,0
1,0,0,1,183770.568,0.636,1,0
0,0,0,1,183771.154,0.586,1,0
1,0,0,1,183771.787,0.633,1,0
0,0,0,1,183772.375,0.588,1,0
1,0,0,1,183773.009,0.634,0,0
0,0,0,1,183773.597,0.588,0,1
1,0,0,1,183774.234,0.637,0,1
0,0,0,1,183774.82,0.586,0,1
1,0,0,1,183775.458,0.638,0,0
1,0,1,1,183775.927,0.469,0,0
1,0,0,1,183775.929,0.002,0,0
0,0,0,1,183776.049,0.12,0,0
1,0,0,1,183776.684,0.635,0,0
0,0,0,1,183777.271,0.587,0,0
1,0,0,1,183777.906,0.635,0,0
0,0,0,1,183778.492,0.586,0,0
1,0,0,1,183779.13,0.638,0,0
0,0,0,1,183781.794,2.664,0,0
1,0,0,1,183782.793,0.999,0,0
0,0,0,1,183783.374,0.581,0,0
1,0,0,1,183784.01,0.636,0,0
0,0,0,1,183784.592,0.582,0,0
1,0,0,1,183785.222,0.63,0,0
0,0,0,1,183785.804,0.582,0,0
1,0,0,1,183786.432,0.628,0,0
0,0,0,1,183787.017,0.585,0,0
1,0,0,1,183787.647,0.63,0,0
0,0,0,1,183788.23,0.583,0,0
1,0,0,1,183788.86,0.63,0,0
0,0,0,1,183789.444,0.584,0,0
1,0,0,1,183790.07,0.626,0,0
0,0,0,1,183790.654,0.584,0,0
1,0,0,1,183791.283,0.629,0,0
0,0,0,1,183791.867,0.584,0,0
1,0,0,1,183792.5,0.633,0,0
0,0,0,1,183793.081,0.581,0,0
1,0,0,1,183793.716,0.635,0,0
0,0,0,1,183794.3,0.584,1,0
1,0,0,1,183794.935,0.635,1,0
0,0,0,1,183795.52,0.585,1,0
1,0,0,1,183796.154,0.634,1,0
0,0,0,1,183796.744,0.59,1,0
1,0,0,1,183797.377,0.633,0,0
