#Firmware: console20241002 firmware 20241003@978573457 mega100 MINIMAL_PINS 5
PriLevel,SecLevel,Trigger,Sync,Time,ToothTime,coil,inj
Flag,Flag,Flag,Flag,ms,ms,Flag,Flag
0,0,0,0,5864.366,5864.366,0,0
1,0,0,0,5864.603,0.237,0,0
0,0,0,0,5864.71,0.107,0,0
1,0,0,0,5864.948,0.238,0,0
0,0,0,0,5865.154,0.206,0,0
1,0,0,0,5868.086,2.932,0,0
1,1,0,0,5873.134,5.048,0,0
1,0,0,0,5873.134,0.0,0,0
0,0,0,0,5882.701,9.567,0,0
0,1,0,0,5889.46,6.759,0,0
0,0,0,0,5889.46,0.0,0,0
1,0,0,0,5890.831,1.371,0,0
0,0,0,0,5900.818,9.987,0,0
1,0,0,0,5908.192,7.374,0,0
0,0,0,0,5915.584,7.392,0,0
1,0,0,0,5921.217,5.633,0,0
0,0,0,0,5927.557,6.34,0,0
1,0,0,0,5932.724,5.167,0,0
0,0,0,0,5938.313,5.589,0,0
1,0,0,0,5942.849,4.536,0,0
0,0,0,0,5948.148,5.299,0,0
1,0,0,0,5952.465,4.317,0,0
0,0,0,0,5957.454,4.989,0,0
1,0,0,0,5961.493,4.039,0,0
0,0,0,0,5966.234,4.741,0,0
1,0,0,0,5970.138,3.904,0,0
0,0,0,0,5974.757,4.619,0,0
1,0,0,0,5978.503,3.746,0,0
0,0,0,0,5982.957,4.454,0,0
1,0,0,0,5986.618,3.661,0,0
0,0,0,0,5990.981,4.363,0,0
1,0,0,0,5994.588,3.607,0,0
0,0,0,0,5998.881,4.293,0,0
1,0,0,0,6002.415,3.534,0,0
0,0,0,0,6006.643,4.228,0,0
1,0,0,0,6010.158,3.515,0,0
0,0,0,0,6014.374,4.216,0,0
1,0,0,0,6017.859,3.485,0,0
0,0,0,0,6022.061,4.202,0,0
1,0,0,0,6025.542,3.481,0,0
0,0,0,0,6029.708,4.166,0,0
1,0,0,0,6033.152,3.444,0,0
0,0,0,0,6037.286,4.134,0,0
1,0,0,0,6040.683,3.397,0,0
0,0,0,0,6044.727,4.044,0,0
1,0,0,0,6048.036,3.309,0,0
0,0,0,0,6051.93,3.894,0,0
1,0,0,0,6055.146,3.216,0,0
0,0,0,0,6058.901,3.755,0,0
1,0,0,0,6061.991,3.09,0,0
0,0,0,0,6065.562,3.571,0,0
1,0,0,0,6068.484,2.922,0,0
0,0,0,0,6071.838,3.354,0,0
1,0,0,0,6074.622,2.784,0,0
0,0,0,0,6077.782,3.16,0,0
1,0,0,0,6080.438,2.656,0,0
0,0,0,0,6083.459,3.021,0,0
1,0,0,0,6086.017,2.558,0,0
0,0,0,0,6088.932,2.915,0,0
1,0,0,0,6091.421,2.489,0,0
0,0,0,0,6094.288,2.867,0,0
1,0,0,0,6096.727,2.439,0,0
0,0,0,0,6099.556,2.829,0,0
1,0,0,0,6101.996,2.44,0,0
0,0,0,0,6104.823,2.827,0,0
1,0,0,0,6107.28,2.457,0,0
0,0,0,0,6110.135,2.855,0,0
1,0,0,0,6112.618,2.483,0,0
0,0,0,0,6115.528,2.91,0,0
1,0,0,0,6118.068,2.54,0,0
0,0,0,0,6121.056,2.988,0,0
1,0,0,0,6123.655,2.599,0,0
0,0,0,0,6126.772,3.117,0,0
1,0,0,0,6129.446,2.674,0,0
0,0,0,0,6132.63,3.184,0,0
1,0,0,0,6135.338,2.708,0,0
0,0,0,0,6138.4,3.062,0,0
1,0,0,0,6140.893,2.493,0,0
0,0,0,0,6143.601,2.708,0,0
1,0,0,0,6146.067,2.466,0,0
0,0,0,0,6148.904,2.837,0,0
